Rank,Title,Author,Rating,Number of Ratings,Date,Description,Reviews,Pages,Cover Type,Score
778,"The Death Cure (The Maze Runner, #3)",James Dashner,3.78,"463,366","First published October 11, 2011", ,"27,684",325,Hardcover,"12,090"
776,Under the Dome,Stephen         King,3.92,"306,284","First published January 1, 2009","Under the Dome is the story of the small town of Chester's Mill, Maine which is inexplicably and suddenly sealed off from the rest of the world by an invisible force field. No one can get in and no one can get out. ","17,591",1074,Hardcover,"12,118"
777,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,4.54,"462,081","First published October 14, 2008","""Description contains spoilers for previous book in the series""","34,002",572,Hardcover,"12,106"
774,"Death on the Nile (Hercule Poirot, #18)",Agatha Christie,4.12,"271,919","First published November 1, 1937","The tranquility of a lovely cruise along the Nile is shattered by the discovery that Linnet Ridgeway has been shot. She was young, stylish and beautiful, a girl who had everything – until she lost her life.","18,648",352,Paperback,"12,148"
782,The Drowning Woman,Robyn Harding,4.06,"94,681","First published June 13, 2023","A deliciously twisted story of friendship, retribution, and betrayal about a homeless woman fleeing a dangerous past—and the wealthy society wife she saves from drowning, who pulls her into a dark web of secrets and lies.","9,020",336,Hardcover,"12,001"
780,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,4.27,"290,947","First published June 7, 1926","Considered to be one of Agatha Christie's greatest, and also most controversial mysteries, 'The Murder Of Roger Ackroyd' breaks the rules of traditional mystery. ","24,309",288,Hardcover,"12,034"
781,"Odd Thomas (Odd Thomas, #1)",Dean Koontz,3.99,"270,982","First published January 1, 2003","He's Odd. Odd Thomas, to be precise. Genius fry-cook at the Pico Mundo Grill; boyfriend to the gorgeous Stormy Llewellyn - and possibly the only person with a chance of stopping one of the worst crimes in the bloody history of murder...","8,597",446,Paperback,"12,016"
779,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,4.01,"863,293","First published April 12, 2005","Which is more dangerous, a gun or a swimming pool? What do schoolteachers and sumo wrestlers have in common? Why do drug dealers still live with their moms? How much do parents really matter? What kind of impact did Roe v. Wade have on violent crime? Freakonomics will literally redefine the way we view the modern world.","19,573",268,Hardcover,"12,058"
771,Geek Love,Katherine Dunn,3.95,"69,107","First published March 1, 1989"," is the story of the Binewskis, a carny family whose mater- and paterfamilias set out ― with the help of amphetamine, arsenic, and radioisotopes ― to breed their own exhibit of human oddities. There's Arturo the Aquaboy, who has flippers for limbs and a megalomaniac ambition worthy of Genghis Khan . . . Iphy and Elly, the lissome Siamese twins . . . albino hunchback Oly, and the outwardly normal Chick, whose mysterious gifts make him the family's most precious ― and dangerous ― asset.","7,350",348,Paperback,"12,163"
775,Archer's Voice,Mia Sheridan,4.20,"530,503","First published January 25, 2014","When Bree Prescott arrives in the sleepy, lakeside town of Pelion, Maine, she hopes against hope that this is the place where she will finally find the peace she so desperately seeks. On her first day there, her life collides with Archer Hale, an isolated man who holds a secret agony of his own. A man no one else sees.","58,863",377,ebook,"12,121"
772,Educated,Tara Westover,4.47,"1,612,387","First published February 20, 2018","Tara Westover was 17 the first time she set foot in a classroom. Born to survivalists in the mountains of Idaho, she prepared for the end of the world by stockpiling home-canned peaches and sleeping with her ""head-for-the-hills bag"". In the summer she stewed herbs for her mother, a midwife and healer, and in the winter she salvaged in her father's junkyard.","114,867",352,Hardcover,"12,153"
765,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,3.84,"714,440","First published September 11, 2001","Carmen got the jeans at a thrift shop. They didn’t look all that great: they were worn, dirty, and speckled with bleach. On the night before she and her friends part for the summer, Carmen decides to toss them. ","8,855",294,Hardcover,"12,332"
772,The Iliad,Homer,3.91,"467,853","First published January 1, 801","Dating to the ninth century B.C., Homer’s timeless poem still vividly conveys the horror and heroism of men and gods wrestling with towering emotions and battling amidst devastation and destruction, as it moves inexorably to the wrenching, tragic conclusion of the Trojan War. Renowned classicist Bernard Knox observes in his superb introduction that although the violence of the Iliad is grim and relentless, it coexists with both images of civilized life and a poignant yearning for peace.","13,029",704,Library Binding,"12,153"
762,The Agony and the Ecstasy,Irving Stone,4.09,"91,577","First published January 1, 1958","Celebrating the 500th anniversary of Michelangelo’s David, New American Library releases a special edition of Irving Stone’s classic biographical novel—in which both the artist and the man are brought to life in full. A masterpiece in its own right, this novel offers a compelling portrait of Michelangelo’s dangerous, impassioned loves, and the God-driven fury from which he wrested the greatest art the world has ever known.","2,441",776,Mass Market Paperback,"12,440"
768,How to Win Friends & Influence People,Dale Carnegie,4.22,"1,025,386","First published October 1, 1936",You can go after the job you want...and get it! You can take the job you have...and improve it! You can take any situation you're in...and make it work for you!,"26,127",288,Paperback,"12,278"
763,The Shards,Bret Easton Ellis,4.00,"28,490","First published January 17, 2023","Bret Easton Ellis's masterful new novel is a story about the end of innocence, and the perilous passage from adolescence into adulthood, set in a vibrantly fictionalized Los Angeles in 1981 as a serial killer begins targeting teenagers throughout the city.","4,228",595,Hardcover,"12,431"
760,The Blind Assassin,Margaret Atwood,3.96,"157,792","First published September 1, 2000","Margaret Atwood takes the art of storytelling to new heights in a dazzling novel that unfolds layer by astonishing layer and concludes in a brilliant and wonderfully satisfying twist. Told in a style that magnificently captures the colloquialisms and clichés of the 1930s and 1940s, ","9,766",637,Paperback,"12,525"
764,The Sirens of Titan,Kurt Vonnegut Jr.,4.15,"145,900","First published January 1, 1959","The Sirens of Titan is an outrageous romp through space, time, and morality. The richest, most depraved man on Earth, Malachi Constant, is offered a chance to take a space journey to distant worlds with a beautiful woman at his side. Of course there's a catch to the invitation—and a prophetic vision about the purpose of human life that only Vonnegut has the courage to tell.","7,354",224,Paperback,"12,358"
770,Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,4.25,"95,034","First published April 1, 1970","Now a special 30th-anniversary edition in both hardcover and paperback, the classic bestselling history ","5,649",509,Paperback,"12,219"
769,"Corrupt (Devil's Night, #1)",Penelope Douglas,3.80,"304,542","First published November 15, 2015","I was told that dreams were our heart’s desires. My nightmares, however, became my obsession. ","30,278",516,Paperback,"12,242"
761,"Consequences (Consequences, #1)",Aleatha Romig,3.92,"42,686","First published August 3, 2011","Waking in an unfamiliar bedroom in a luxurious mansion, Claire Nichols is terrified to discover that a chance encounter led her into the cruel hands of her abductor, Anthony Rawlings. Claire has no understanding of why she's there, but it's been made abundantly clear--she is now his acquisition and every action has consequences.","5,904",366,Hardcover,"12,498"
766,Cosmos,Carl Sagan,4.40,"149,261","First published January 1, 1980","The story of fifteen billion years of cosmic evolution transforming matter and life into consciousness, of how science and civilisation grew up together, and of the forces and individuals who helped shape modern science. A story told with Carl Sagan's remarkable ability to make scientific ideas both comprehensible and exciting, based on his acclaimed television series.","4,646",384,Mass Market Paperback,"12,319"
757,House of Sand and Fog,Andre Dubus III,3.86,"134,042","First published January 1, 1999",In this “page-turner with a beating heart” (,"4,741",384,Paperback,"12,702"
751,"A Breath of Snow and Ashes (Outlander, #6)",Diana Gabaldon,4.44,"181,903","First published September 27, 2005"," continues the extraordinary story of 18th-century Scotsman Jamie Fraser and his 20th-century wife, Claire.","7,055",980,Paperback,"12,889"
